MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
GMC,ACADIA DENALI,2014,SUV,MPV,FWD,1,SUV,Uni-Body,7 OR 8,"2-Frt,2/3-2nd Row, 3-3rd Row",,6411,6459,Standard,"1, 3, 4, 6, 7, 8, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Side Blind Zone - Avail (36%),Standard,,,Standard,1,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,No,,Optional,No,,,No,,,No,,Standard,Standard,,,Seat,5,8125,1GNKVGKD9DJ105954,5,5,,,,,5,4888,FRONTAL AIR BAG,199.49900,22.68700,2852.09300,1747.25500,0.29,1627.34900,276.57800,276.91800,13.54700,985.14800,1244.62400,0.34,836.58300,225.87600,8126,1GNKRGKD1DJ113809,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",51.99700,9.29500,574.27700,1414.87400,110.14400,3133.63200,8118,1GNKRGKD7DJ110039,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",285.13300,3012.76200,0.169,1.23,No Tip,,,4,,Standard
GMC,SAVANA PASSENGER 1500,2014,VAN,MPV,AWD,1,VAN,Frame-Based,2 TO 8,"2-Frt,0/3-2nd row, 0/3-3rd Row",,7300,7300,Standard,"1, 3, 4, 6, 7, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6, 7, 9",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,,,,,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,(c) Passive Immobilizer Only,,No,,,No,,,No,,,No,,Standard,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,1.14,No Tip,,,3,,Optional
GMC,SAVANA PASSENGER 1500,2014,VAN,MPV,RWD,1,VAN,Frame-Based,2 TO 8,"2-Frt,0/3-2nd row, 0/3-3rd Row",,7300,7300,Standard,"1, 3, 4, 6, 7, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6, 7, 9",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,,,,,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,(c) Passive Immobilizer Only,,No,,,No,,,No,,,No,,Standard,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,1.09,No Tip,,,3,,Optional
GMC,SAVANA PASSENGER 2500,2014,VAN,MPV/BUS,RWD,1,VAN,Frame-Based,2 to 12,"2-Frt,0/3-2nd row, 0/3-3rd Row,0/4-4th Row",,8600,8600,Standard,"1, 3, 4, 6, 7, 9, 10, 12",,,,,Standard,1,,"4, 6, 7, 9, 10, 13",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,,,,,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,(c) Passive Immobilizer Only,,No,,,No,,,No,,,No,,Standard,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,1.08,No Tip,,,3,,Optional
GMC,SAVANA PASSENGER 3500 12 PASS,2014,VAN,MPV/BUS,RWD,1,VAN,Frame-Based,2 to 12,"2-Frt,0/3-2nd row, 0/3-3rd Row,0/4-4th Row",,8800,9600,Standard,"1, 3, 4, 6, 7, 9, 10, 12",,,,,Standard,1,,"4, 6, 7, 9, 10, 13",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,,,,,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,(c) Passive Immobilizer Only,,No,,,No,,,No,,,No,,Standard,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,1.08,No Tip,,,3,,Optional
GMC,SAVANA PASSENGER 3500 15 PASS,2014,VAN,MPV/BUS,RWD,1,VAN,Frame-Based,2 to 15,"2-Frt,0/3-2nd row, 0/3-3rd Row,0/3/4-4th Row,0/4-5th Row",,9600,9900,Standard,"1, 3, 4, 6, 7, 9, 10, 12, 13, 15",,,,,Standard,1,,"4, 6, 7, 9, 10, 13",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,,,,,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,(c) Passive Immobilizer Only,,No,,,No,,,No,,,No,,Standard,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,1.09,No Tip,,,3,,Optional
GMC,SIERRA 1500,2014,PU/RC,TRUCK,4WD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,6500,7000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8456,1GCVKPEHXEZ120740,5,5,,,,,5,0,FRONTAL AIR BAG,,,,,,,,,,,,,,,8452,1GCRCPEHXEZ116444,5,,5,5,,,,This vehicle rolled onto its side (one-quarter turn) after impact in a side MDB NCAP test,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,8454,1GCRCPEH6EZ158951,4,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.174,1.22,No Tip,,,4,,Optional
GMC,SIERRA 1500,2014,PU/CC,TRUCK,4WD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,6900,7600,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8316,3GCUKREC1EG106446,5,5,,,,,5,5540,FRONTAL AIR BAG,297.60400,9.49300,775.23400,1557.89700,0.38,1807.28500,839.78900,234.98700,8.64300,1495.66300,677.15500,0.34,734.29400,290.33900,8315,3GCPCPEC6EG116842,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",67.68300,14.69800,320.08900,1197.61700,77.89400,2295.92600,8318,3GCPCREC5EG109862,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",215.96400,4319.86800,0.174,1.22,No Tip,,,4,,Optional
GMC,SIERRA 1500,2014,PU/EC,TRUCK,4WD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,6900,7600,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8456,1GCVKPEHXEZ120740,5,5,,,,,5,5262,FRONTAL AIR BAG,221.23700,17.87400,1203.60100,1524.46800,0.28,1705.87800,212.41400,184.21500,9.50200,473.25900,738.81900,0.29,773.35900,106.21900,8452,1GCRCPEHXEZ116444,5,5,5,5,5,,,This vehicle rolled onto its side (one-quarter turn) after impact in a side MDB NCAP test,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",67.10500,15.73900,367.02200,1681.84800,65.94400,3233.46000,8454,1GCRCPEH6EZ158951,4,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",218.43700,4529.09200,0.174,1.22,No Tip,,,4,,Optional
GMC,SIERRA 1500,2014,PU/RC,TRUCK,RWD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,6500,7000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8456,1GCVKPEHXEZ120740,5,5,,,,,5,0,FRONTAL AIR BAG,,,,,,,,,,,,,,,8452,1GCRCPEHXEZ116444,5,,5,5,,,,This vehicle rolled onto its side (one-quarter turn) after impact in a side MDB NCAP test,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,8454,1GCRCPEH6EZ158951,4,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.179,1.21,No Tip,,,4,,Optional
GMC,SIERRA 1500,2014,PU/EC,TRUCK,RWD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,6900,7600,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8456,1GCVKPEHXEZ120740,5,5,,,,,5,5262,FRONTAL AIR BAG,221.23700,17.87400,1203.60100,1524.46800,0.28,1705.87800,212.41400,184.21500,9.50200,473.25900,738.81900,0.29,773.35900,106.21900,8452,1GCRCPEHXEZ116444,5,5,5,5,5,,,This vehicle rolled onto its side (one-quarter turn) after impact in a side MDB NCAP test,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",67.10500,15.73900,367.02200,1681.84800,65.94400,3233.46000,8454,1GCRCPEH6EZ158951,4,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",218.43700,4529.09200,0.179,1.21,No Tip,,,4,,Optional
GMC,SIERRA 1500,2014,PU/CC,TRUCK,RWD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,6900,7600,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,5,8316,3GCUKREC1EG106446,5,5,,,,,5,5540,FRONTAL AIR BAG,297.60400,9.49300,775.23400,1557.89700,0.38,1807.28500,839.78900,234.98700,8.64300,1495.66300,677.15500,0.34,734.29400,290.33900,8315,3GCPCPEC6EG116842,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",67.68300,14.69800,320.08900,1197.61700,77.89400,2295.92600,8318,3GCPCREC5EG109862,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",215.96400,4319.86800,0.179,1.21,No Tip,,,4,,Optional
GMC,SIERRA 2500,2014,PU/CC,TRUCK,4WD,2,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,9500,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Optional,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Optional,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,"STDC, AvailA",,No,,,No,,,No,,,No,,Standard,Optional,,,Seat,3,7582,1GC1KXCG4CF101804,3,3,,,,,3,6800,FRONTAL AIR BAG,575.27800,29.70300,3233.21500,3003.54700,0.38,1852.59600,259.00500,336.16900,19.00800,1008.67100,2092.01600,0.70,1283.69400,568.38700,7589,1GC1CXCG8CF109269,5,5,5,2,5,,,The side barrier and pole star ratings are applicable to vehicles without side curtains in the front and rear seats and without torso/pelvis side air bags in the front seats,,4,,45.96700,8.70000,296.27900,1932.50700,31.79000,826.15400,7584,1GC1CXCG0CF104003,1,,The side barrier and pole star ratings are applicable to vehicles without side curtains in the front and rear seats and without torso/pelvis side air bags in the front seats. Although not included in the star rating the driver dummy's thoracic and abdomen rib deflection readings were elevated.  ,,12246.01600,4457.91400,0.191,1.19,No Tip,,,4,,
GMC,SIERRA 2500,2014,PU/CC,TRUCK,4WD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,9500,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,4,7582,1GC1KXCG4CF101804,3,3,,,,,3,6800,FRONTAL AIR BAG,575.27800,29.70300,3233.21500,3003.54700,0.38,1852.59600,259.00500,336.16900,19.00800,1008.67100,2092.01600,0.70,1283.69400,568.38700,7944,1GC1CYEG9CF181777,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",31.68200,4.12200,318.92600,1140.82800,15.80000,684.92500,7943,1GC1CXEG1CF178947,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",474.00900,2966.29100,0.191,1.19,No Tip,,,4,,Optional
GMC,SIERRA 2500,2014,PU/RC,TRUCK,4WD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,9300,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,2,8026,1GC2KVCG4DZ116568,2,2,,,,,2,6455,FRONTAL AIR BAG,,,,,,,,,,,,,,,7985,1GC2CVCG0DZ132991,5,,5,2,,,,,,2,,,,,,,,7987,1GC2CXCG4DZ101819,1,,"Although not included in the star rating, the driver's thoracic rib deflection was elevated.Although not included in the star rating, the driver's abdominal rib deflection was elevated. ",,,,0.191,1.19,No Tip,,,4,,
GMC,SIERRA 2500,2014,PU/CC,TRUCK,RWD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,9500,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,4,7582,1GC1KXCG4CF101804,3,3,,,,,3,6800,FRONTAL AIR BAG,575.27800,29.70300,3233.21500,3003.54700,0.38,1852.59600,259.00500,336.16900,19.00800,1008.67100,2092.01600,0.70,1283.69400,568.38700,7944,1GC1CYEG9CF181777,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",31.68200,4.12200,318.92600,1140.82800,15.80000,684.92500,7943,1GC1CXEG1CF178947,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",474.00900,2966.29100,0.204,1.17,No Tip,,,3,,Optional
GMC,SIERRA 2500,2014,PU/RC,TRUCK,RWD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,9300,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,2,8026,1GC2KVCG4DZ116568,2,2,,,,,2,6455,FRONTAL AIR BAG,,,,,,,,,,,,,,,7985,1GC2CVCG0DZ132991,5,,5,2,,,,,,2,,,,,,,,7987,1GC2CXCG4DZ101819,1,,"Although not included in the star rating, the driver's thoracic rib deflection was elevated.Although not included in the star rating, the driver's abdominal rib deflection was elevated. ",,,,0.204,1.17,No Tip,,,3,,
GMC,SIERRA 2500,2014,PU/CC,TRUCK,RWD,2,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,9500,10000,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Optional,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Optional,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,Standard,,Standard,Standard,Standard,"STDC, AvailA",,No,,,No,,,No,,,No,,Standard,Optional,,,Seat,3,7582,1GC1KXCG4CF101804,3,3,,,,,3,6800,FRONTAL AIR BAG,575.27800,29.70300,3233.21500,3003.54700,0.38,1852.59600,259.00500,336.16900,19.00800,1008.67100,2092.01600,0.70,1283.69400,568.38700,7589,1GC1CXCG8CF109269,5,5,5,2,5,,,The side barrier and pole star ratings are applicable to vehicles without side curtains in the front and rear seats and without torso/pelvis side air bags in the front seats,,4,,45.96700,8.70000,296.27900,1932.50700,31.79000,826.15400,7584,1GC1CXCG0CF104003,1,,The side barrier and pole star ratings are applicable to vehicles without side curtains in the front and rear seats and without torso/pelvis side air bags in the front seats. Although not included in the star rating the driver dummy's thoracic and abdomen rib deflection readings were elevated.  ,,12246.01600,4457.91400,0.204,1.17,No Tip,,,3,,
GMC,SIERRA 3500,2014,PU/CC,TRUCK,4WD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,10000,13025,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
GMC,SIERRA 3500,2014,PU/RC,TRUCK,4WD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,10000,13400,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
GMC,SIERRA 3500,2014,PU/RC,TRUCK,RWD,1,TRUCK,Frame-Based,2 OR 3,2/3-Frt,,10000,13400,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
GMC,SIERRA 3500,2014,PU/CC,TRUCK,RWD,1,TRUCK,Frame-Based,5 OR 6,"2/3-Frt,3-Rear",,10000,13025,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3",,,,Standard,,,,1,Standard,Standard,Standard,"STD-C, Avail-A",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
GMC,TERRAIN,2014,SUV,MPV,AWD,1,SUV,Uni-Body,5,"2-Frt, 3-Rear",,4960,5300,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Side Blind Zone - Avail,Standard,,,Standard,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,4,7038,2CNFLCEC3B6201936,5,4,,,,,4,3936,FRONTAL AIR BAG,209.87300,17.58800,2635.74600,2782.63100,0.34,1305.61000,330.23500,132.89400,10.39600,2313.52400,1188.74200,0.60,868.48200,929.50900,7064,2CNALDEC0B6213512,4,5,5,4,5,,,,,5,"CURTAIN AIR BAG,TORSO AIR BAG,PELVIS AIR BAG",78.99900,34.56900,800.60300,2430.93300,256.07300,2229.42000,7037,2CNALDEC6B6207892,5,,,"CURTAIN AIR BAG,TORSO AIR BAG,PELVIS AIR BAG",340.86900,3043.30200,0.174,1.22,No Tip,,,4,,Standard
GMC,TERRAIN,2014,SUV,MPV,FWD,1,SUV,Uni-Body,5,"2-Frt, 3-Rear",,4960,5300,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Side Blind Zone - Avail,Standard,,,Standard,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,Standard,Standard,,,Seat,4,7038,2CNFLCEC3B6201936,5,4,,,,,4,3936,FRONTAL AIR BAG,209.87300,17.58800,2635.74600,2782.63100,0.34,1305.61000,330.23500,132.89400,10.39600,2313.52400,1188.74200,0.60,868.48200,929.50900,7064,2CNALDEC0B6213512,4,5,5,4,5,,,,,5,"CURTAIN AIR BAG,TORSO AIR BAG,PELVIS AIR BAG",78.99900,34.56900,800.60300,2430.93300,256.07300,2229.42000,7037,2CNALDEC6B6207892,5,,,"CURTAIN AIR BAG,TORSO AIR BAG,PELVIS AIR BAG",340.86900,3043.30200,0.191,1.19,No Tip,,,4,,Standard
GMC,YUKON,2014,SUV,MPV,4WD,1,SUV,Frame-Based,4 TO 8,"2/3-Frt,2/3-2nd row, 0/2/3-3rd Row",,7100,7500,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Side Blind Zone - Avail (57%),Standard,,,Standard,1,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,Standard,Standard,,,Seat,4,7026,1GNSKAE09BR102761,5,4,,,,,5,5678,FRONTAL AIR BAG,136.76600,22.26600,2513.03300,3087.93100,0.26,1217.88000,850.06100,171.61100,12.86500,1963.81300,2497.77800,0.37,963.02500,686.01600,7004,1GNSCAE07BR106756,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",29.03600,24.12000,320.88100,1483.71800,56.49600,423.30800,7025,1GNSCAE00BR101432,5,,,,319.38800,3675.14800,0.228,1.14,No Tip,,,3,,Standard
